Time(min),AmbientT(C),PowerIn(W),TankT1(C),TankT2(C),TankT3(C),TankT4(C),TankT5(C),TankT6(C),InletT(C),OutletT(C),FlowRate(gal/min)
0,20.6,1.8,18.3,18.2,18.9,23.7,26.7,33.8,,,
1,20.2,22.25,18.3,18.3,18.5,23.2,26.4,34.0,,,
2,19.7,19.666666666666668,18.3,18.2,18.6,23.6,26.5,34.0,,,
3,19.9,71.75,18.3,18.3,18.5,23.5,26.6,34.1,,,
4,20.2,251.96666666666667,18.3,18.3,18.6,23.6,26.5,34.0,,,
5,20.3,4347.266666666666,18.3,18.3,18.8,23.5,29.7,34.1,,,
6,20.2,4347.650000000001,18.3,18.3,19.1,23.3,30.9,34.4,,,
7,19.9,4353.083333333333,18.3,18.3,19.3,23.5,31.9,33.0,,,
8,20.0,4359.150000000001,18.3,18.3,19.5,23.3,32.5,33.6,,,
9,20.2,4378.25,18.3,18.4,19.9,23.4,33.2,34.5,,,
10,20.2,4385.516666666667,18.3,18.4,20.2,23.4,34.1,35.3,,,
11,19.9,4389.866666666666,18.3,18.5,20.6,23.4,34.8,36.1,,,
12,19.9,4387.95,18.3,18.6,20.9,23.3,35.6,36.6,,,
13,20.1,4393.133333333333,18.3,18.6,21.4,23.4,36.7,37.1,,,
14,20.1,4394.316666666667,18.3,18.8,21.8,23.5,37.5,37.5,,,
15,20.0,4395.533333333333,18.3,18.8,22.1,23.5,37.8,38.2,,,
16,19.9,4393.650000000001,18.4,19.0,22.4,23.7,38.3,39.2,,,
17,20.1,4394.216666666667,18.4,19.1,22.6,23.7,39.1,39.6,,,
18,20.3,4400.3,18.4,19.2,22.8,23.9,39.5,40.0,,,
19,20.1,4378.533333333333,18.4,19.4,22.9,24.0,41.9,40.8,,,
20,19.9,4373.650000000001,18.5,19.5,23.1,24.2,41.4,41.3,,,
21,20.1,4363.65,18.5,19.6,23.2,24.3,42.1,42.4,,,
22,20.3,4332.783333333334,18.6,19.7,23.4,24.4,41.8,42.5,,,
23,20.1,4339.516666666666,18.6,19.9,23.6,24.6,42.4,42.9,,,
24,19.9,4339.866666666666,18.6,20.0,23.7,24.7,43.1,43.9,,,
25,20.0,4344.316666666667,18.7,20.2,23.9,24.9,43.7,44.6,,,
26,20.2,4345.633333333333,18.8,20.3,24.1,25.0,44.3,45.1,,,
27,20.2,4346.483333333334,18.8,20.5,24.2,25.1,44.7,45.5,,,
28,19.9,4345.85,18.9,20.7,24.4,25.3,46.5,46.0,,,
29,20.0,4345.183333333333,18.9,20.8,24.5,25.4,46.0,46.4,,,
30,20.2,4347.349999999999,19.0,21.0,24.6,25.6,47.1,47.1,,,
31,20.3,4343.45,19.1,21.2,24.8,25.7,47.1,48.3,,,
32,20.0,4346.816666666667,19.2,21.3,25.0,25.9,48.2,48.3,,,
33,19.9,4354.766666666667,19.2,21.5,25.1,26.0,48.6,49.2,,,
34,20.1,4358.166666666667,19.3,21.7,25.3,26.2,49.1,49.1,,,
35,20.2,4360.9,19.4,21.9,25.4,26.3,49.6,50.2,,,
36,20.3,4370.416666666667,19.5,22.1,25.5,26.4,50.9,50.8,,,
37,20.0,4368.816666666667,19.5,22.2,25.7,26.6,51.9,51.1,,,
38,19.9,4366.15,19.7,22.4,25.8,26.7,51.5,51.9,,,
39,20.1,4364.016666666667,19.7,22.6,26.0,26.9,52.2,52.7,,,
40,20.3,4358.966666666666,19.8,22.8,26.1,27.0,52.5,53.0,,,
41,20.1,3005.9,20.0,22.9,26.3,27.2,53.1,53.4,,,
42,19.8,297.86666666666673,20.1,23.1,26.4,27.4,53.0,53.2,,,
43,20.0,298.6333333333334,20.1,23.3,26.6,27.5,52.9,52.9,,,
44,20.2,299.1166666666666,20.3,23.4,26.7,27.6,52.9,53.0,,,
45,20.3,299.65000000000003,20.3,23.6,26.9,27.8,53.1,52.8,,,
46,20.0,300.25,20.5,23.8,27.0,27.9,53.0,53.1,,,
47,19.8,300.90000000000003,20.6,23.9,27.1,28.0,52.9,52.8,,,
48,20.1,301.43333333333334,20.7,24.1,27.3,28.2,53.0,52.8,,,
49,20.2,302.18333333333334,20.8,24.2,27.4,28.3,52.9,52.6,,,
50,20.3,302.53333333333336,20.9,24.4,27.6,28.5,52.9,52.7,,,
51,20.0,303.1000000000001,21.0,24.6,27.7,28.6,53.0,52.6,,,
52,19.9,303.81666666666666,21.1,24.7,27.9,28.8,52.9,52.9,,,
53,20.1,304.5333333333333,21.3,24.8,28.0,28.9,52.9,53.1,,,
54,20.1,304.75,21.4,25.0,28.2,29.0,52.9,52.9,,,
55,20.1,305.31666666666666,21.5,25.2,28.3,29.2,53.0,52.9,,,
56,19.9,306.3,21.6,25.3,28.5,29.3,53.0,52.8,,,
57,20.0,307.18333333333334,21.8,25.5,28.6,29.5,53.0,52.8,,,
58,20.1,307.45,21.9,25.6,28.7,29.6,53.0,52.6,,,
59,20.1,307.5,22.0,25.8,28.9,29.8,53.0,52.6,,,
60,19.9,308.59999999999997,22.2,25.9,29.0,29.9,53.0,52.8,,,
61,19.9,308.9166666666667,22.3,26.1,29.2,30.0,53.0,53.0,,,
62,20.2,309.68333333333334,22.4,26.2,29.3,30.2,53.0,52.6,,,
63,20.3,309.84999999999997,22.6,26.4,29.4,30.3,52.9,52.6,,,
64,20.0,310.78333333333336,22.7,26.5,29.6,30.4,53.0,52.6,,,
65,19.9,312.48333333333335,22.8,26.7,29.7,30.6,52.9,52.1,,,
66,20.1,311.25,22.9,26.8,29.9,30.7,52.9,52.6,,,
67,20.3,311.8333333333333,23.1,27.0,30.0,30.8,52.9,52.8,,,
68,20.3,312.4666666666667,23.3,27.1,30.2,31.0,52.8,52.6,,,
69,19.8,314.8,23.4,27.3,30.3,31.1,52.8,52.8,,,
70,19.9,314.3666666666666,23.5,27.4,30.4,31.2,52.9,52.3,,,
71,20.2,314.5833333333333,23.7,27.6,30.5,31.4,52.9,52.6,,,
72,20.3,316.13333333333327,23.8,27.7,30.7,31.5,52.9,52.2,,,
73,20.0,314.81666666666666,23.9,27.9,30.9,31.6,52.8,52.5,,,
74,19.8,315.96666666666664,24.1,28.0,31.0,31.8,52.9,52.4,,,
75,20.2,317.06666666666666,24.2,28.2,31.1,31.9,52.9,52.6,,,
76,20.3,316.8666666666667,24.4,28.3,31.2,32.0,52.9,52.5,,,
77,20.1,316.90000000000003,24.5,28.4,31.4,32.2,52.8,52.1,,,
78,19.8,318.09999999999997,24.7,28.6,31.5,32.3,52.8,52.5,,,
79,20.0,318.5,24.8,28.7,31.7,32.4,52.7,52.6,,,
80,20.3,319.15000000000003,24.9,28.9,31.8,32.6,52.6,52.6,,,
81,20.3,319.6166666666667,25.1,29.0,31.9,32.7,52.8,52.6,,,
82,20.0,320.15000000000003,25.2,29.2,32.0,32.8,52.8,52.5,,,
83,19.8,321.45,25.4,29.3,32.2,33.0,52.7,52.5,,,
84,20.0,2379.4166666666665,25.5,29.5,32.3,33.1,52.8,52.4,,,
85,20.2,4431.45,25.7,29.6,32.4,33.2,52.8,53.6,,,
86,20.2,4435.383333333332,25.8,29.8,32.6,33.4,53.1,54.2,,,
87,19.8,2375.183333333333,26.0,29.9,32.7,33.5,53.8,54.1,,,
88,20.0,323.8333333333333,26.1,30.0,32.9,33.6,53.8,54.1,,,
89,20.2,323.93333333333334,26.2,30.2,33.0,33.8,53.8,54.0,,,
90,20.2,324.9,26.4,30.3,33.1,33.9,53.8,53.6,,,
91,20.0,325.38333333333327,26.6,30.5,33.2,34.0,53.8,53.6,,,
92,20.0,325.98333333333335,26.7,30.6,33.4,34.1,53.8,53.5,,,
93,20.3,326.5333333333333,26.9,30.7,33.5,34.3,53.8,53.8,,,
94,20.2,326.88333333333327,27.0,30.9,33.6,34.4,53.8,53.5,,,
95,19.9,327.7166666666667,27.2,31.0,33.8,34.5,53.8,53.7,,,
96,19.8,328.25,27.3,31.2,33.9,34.6,53.8,53.7,,,
97,20.1,328.78333333333336,27.5,31.3,34.0,34.8,53.8,53.7,,,
98,20.2,329.15000000000003,27.6,31.5,34.2,34.9,53.8,53.7,,,
99,20.2,330.01666666666665,27.8,31.6,34.3,35.0,53.8,53.5,,,
100,19.8,330.6333333333334,27.9,31.8,34.4,35.1,53.8,53.7,,,
101,20.0,331.05,28.1,31.9,34.5,35.3,53.8,53.6,,,
102,20.2,331.6666666666667,28.2,32.1,34.7,35.4,53.8,53.8,,,
103,20.2,332.1333333333333,28.3,32.2,34.8,35.6,53.8,53.4,,,
104,20.1,332.75,28.5,32.3,34.9,35.7,53.8,53.6,,,
105,19.9,333.58333333333337,28.6,32.5,35.1,35.8,53.8,53.5,,,
106,20.1,333.8666666666666,28.8,32.6,35.2,35.9,53.8,53.5,,,
107,20.2,334.54999999999995,28.9,32.7,35.3,36.0,53.8,53.7,,,
108,20.2,335.2,29.1,32.9,35.4,36.2,53.6,53.5,,,
109,19.9,335.73333333333335,29.2,33.0,35.6,36.3,53.7,53.5,,,
110,19.9,336.40000000000003,29.4,33.2,35.7,36.4,53.7,53.6,,,
111,20.1,336.53333333333336,29.5,33.3,35.8,36.5,53.7,53.1,,,
112,20.2,337.4166666666667,29.7,33.4,35.9,36.6,53.7,53.0,,,
113,20.1,337.9166666666667,29.8,33.6,36.1,36.8,53.7,53.2,,,
114,19.9,338.90000000000003,30.0,33.7,36.2,36.9,53.7,53.3,,,
115,20.0,339.15000000000003,30.1,33.9,36.3,37.0,53.6,53.3,,,
116,20.3,339.55,30.3,34.0,36.5,37.2,53.7,53.4,,,
117,20.1,340.65000000000003,30.4,34.2,36.6,37.3,53.7,53.2,,,
118,19.8,341.55,30.6,34.3,36.7,37.4,53.7,53.3,,,
119,20.1,342.0,30.7,34.4,36.8,37.5,53.7,53.5,,,
120,20.3,342.26666666666665,30.8,34.6,37.0,37.6,53.5,53.3,,,
121,20.2,343.26666666666665,31.0,34.7,37.1,37.8,53.6,53.2,,,
122,19.9,343.40000000000003,31.1,34.8,37.2,37.9,53.7,53.5,,,
123,20.0,344.26666666666665,31.3,35.0,37.3,38.0,53.6,53.4,,,
124,20.1,345.1666666666667,31.5,35.1,37.5,38.2,53.6,53.5,,,
125,20.2,345.25,31.6,35.2,37.6,38.2,53.6,53.5,,,
126,20.0,346.3999999999999,31.7,35.4,37.7,38.4,53.5,53.5,,,
127,19.9,346.7166666666667,31.9,35.5,37.9,38.5,53.6,53.2,,,
128,20.1,347.54999999999995,32.0,35.7,38.0,38.6,53.5,53.0,,,
129,20.2,348.34999999999997,32.2,35.8,38.1,38.8,53.6,53.3,,,
130,20.1,348.54999999999995,32.3,35.9,38.2,38.9,53.5,53.3,,,
131,19.8,349.23333333333335,32.5,36.1,38.4,39.0,53.6,53.0,,,
132,20.1,350.06666666666666,32.6,36.2,38.5,39.1,53.5,53.4,,,
133,20.3,350.8833333333334,32.8,36.3,38.6,39.2,53.5,53.3,,,
134,20.2,350.5,32.9,36.5,38.7,39.3,53.4,53.1,,,
135,19.8,352.1666666666667,33.0,36.6,38.8,39.4,53.5,53.3,,,
136,19.9,352.05,33.2,36.7,38.9,39.6,53.4,53.2,,,
137,20.1,352.56666666666666,33.3,36.9,39.1,39.7,53.4,53.1,,,
138,20.2,353.2,33.5,37.0,39.2,39.8,53.4,53.4,,,
139,20.1,353.75,33.6,37.1,39.3,39.9,53.4,53.3,,,
140,19.8,354.21666666666664,33.8,37.3,39.4,40.1,53.2,53.3,,,
141,20.1,355.11666666666673,33.9,37.4,39.6,40.2,53.3,53.1,,,
142,20.2,355.31666666666666,34.0,37.5,39.7,40.3,53.3,53.1,,,
143,20.0,355.8833333333334,34.2,37.7,39.8,40.4,53.3,52.8,,,
144,19.9,356.4166666666667,34.3,37.8,39.9,40.6,53.4,53.3,,,
145,20.2,357.4166666666667,34.5,37.9,40.0,40.7,53.2,52.8,,,
146,20.3,356.95,34.6,38.1,40.2,40.8,53.2,53.3,,,
147,20.0,358.8,34.8,38.2,40.3,40.9,53.3,53.0,,,
148,19.8,358.45,34.9,38.3,40.4,41.0,53.2,53.4,,,
149,20.0,359.23333333333335,35.1,38.4,40.5,41.1,53.2,53.1,,,
150,20.3,361.43333333333334,35.2,38.6,40.6,41.2,53.0,53.1,,,
151,20.2,361.1333333333334,35.4,38.7,40.7,41.3,53.0,52.8,,,
152,19.9,361.26666666666665,35.5,38.8,40.9,41.4,53.2,52.9,,,
153,20.0,362.2,35.7,39.0,41.0,41.6,53.0,53.2,,,
154,20.2,362.26666666666665,35.8,39.1,41.1,41.7,53.0,52.9,,,
155,20.2,3762.1000000000004,35.9,39.2,41.2,41.8,53.2,53.6,,,
156,19.9,4440.2,36.1,39.4,41.3,41.9,53.5,54.4,,,
157,19.8,3763.433333333333,36.2,39.5,41.5,42.0,53.8,54.6,,,
158,20.1,365.84999999999997,36.3,39.6,41.6,42.1,54.1,54.4,,,
159,20.3,365.51666666666665,36.5,39.7,41.7,42.3,54.0,54.1,,,
160,20.1,366.2,36.6,39.9,41.8,42.4,54.0,53.8,,,
161,19.8,367.04999999999995,36.8,40.0,41.9,42.5,54.0,54.0,,,
162,20.0,367.43333333333334,36.9,40.1,42.0,42.6,54.1,53.8,,,
163,20.3,367.5833333333333,37.0,40.2,42.2,42.8,54.0,54.0,,,
164,20.2,368.48333333333335,37.2,40.4,42.3,42.9,54.0,53.7,,,
165,20.0,369.53333333333336,37.4,40.5,42.4,43.0,54.1,54.0,,,
166,19.8,370.01666666666665,37.5,40.6,42.5,43.1,54.0,53.8,,,
167,20.1,370.5,37.6,40.7,42.6,43.2,54.1,53.7,,,
168,20.2,370.93333333333334,37.8,40.9,42.8,43.3,54.1,53.9,,,
169,20.1,371.68333333333334,37.9,41.0,42.9,43.4,53.9,53.9,,,
170,19.9,372.59999999999997,38.0,41.1,43.0,43.5,54.0,53.8,,,
171,20.1,372.98333333333335,38.2,41.3,43.1,43.7,54.0,53.9,,,
172,20.3,373.50000000000006,38.3,41.4,43.2,43.8,54.1,53.7,,,
173,20.0,374.0,38.5,41.5,43.3,43.9,54.0,54.0,,,
174,19.8,374.81666666666666,38.6,41.6,43.5,44.1,54.1,53.7,,,
175,20.0,375.34999999999997,38.7,41.7,43.6,44.1,54.1,53.3,,,
176,20.2,375.7166666666667,38.9,41.9,43.7,44.3,54.1,54.0,,,
177,20.2,376.23333333333335,39.0,42.0,43.8,44.4,54.0,53.5,,,
178,19.9,377.1166666666666,39.1,42.1,43.9,44.5,54.0,53.7,,,
179,20.1,377.9166666666667,39.3,42.3,44.1,44.6,54.0,53.5,,,
180,20.3,378.3333333333333,39.4,42.4,44.2,44.7,54.0,53.7,,,
181,20.1,378.98333333333335,39.6,42.5,44.3,44.8,53.9,54.0,,,
182,19.8,380.1666666666667,39.7,42.6,44.4,44.9,53.9,53.6,,,
183,20.0,379.9666666666667,39.8,42.7,44.5,45.0,54.0,53.6,,,
184,20.2,380.31666666666666,39.9,42.9,44.6,45.2,54.0,53.5,,,
185,20.1,382.0166666666667,40.1,43.0,44.7,45.3,54.0,53.6,,,
186,19.9,382.06666666666666,40.2,43.1,44.9,45.4,54.0,53.7,,,
187,19.9,382.73333333333335,40.3,43.2,45.0,45.5,54.0,53.6,,,
188,20.2,383.29999999999995,40.5,43.3,45.1,45.6,53.9,53.5,,,
189,20.2,384.0333333333333,40.6,43.5,45.2,45.7,54.0,53.6,,,
190,20.0,385.01666666666665,40.8,43.6,45.3,45.8,53.9,53.8,,,
191,19.7,385.09999999999997,40.9,43.7,45.4,46.0,53.9,53.8,,,
192,20.0,386.45000000000005,41.0,43.8,45.6,46.1,53.9,53.6,,,
193,20.3,385.8833333333334,41.2,44.0,45.7,46.2,53.8,53.8,,,
194,20.1,387.7833333333333,41.3,44.1,45.8,46.3,53.9,53.8,,,
195,19.8,387.8666666666666,41.4,44.2,45.9,46.4,53.9,53.7,,,
196,19.9,388.3333333333333,41.6,44.3,46.0,46.5,53.9,53.4,,,
197,20.2,388.56666666666666,41.7,44.4,46.1,46.6,53.9,53.5,,,
198,20.2,389.34999999999997,41.8,44.6,46.2,46.7,53.7,53.5,,,
199,20.0,390.6333333333334,42.0,44.7,46.4,46.8,53.8,53.7,,,
200,19.9,391.6666666666667,42.1,44.8,46.5,46.9,53.8,53.4,,,
201,20.2,392.2333333333333,42.2,44.9,46.6,47.1,53.9,53.4,,,
202,20.3,392.6666666666667,42.4,45.1,46.7,47.1,53.8,53.5,,,
203,20.0,392.59999999999997,42.5,45.2,46.8,47.3,53.7,53.6,,,
204,19.9,394.7833333333333,42.6,45.3,46.9,47.3,53.8,53.6,,,
205,20.2,393.40000000000003,42.7,45.4,47.0,47.5,53.8,53.5,,,
206,20.3,394.38333333333327,42.9,45.5,47.1,47.6,53.7,53.5,,,
207,20.0,395.21666666666664,43.0,45.6,47.2,47.7,53.8,53.7,,,
208,19.8,395.9166666666667,43.1,45.8,47.4,47.8,53.6,53.2,,,
209,20.2,396.21666666666664,43.3,45.9,47.5,47.9,53.8,53.4,,,
210,20.2,396.68333333333334,43.4,46.0,47.6,48.0,53.6,53.6,,,
211,20.1,397.40000000000003,43.5,46.1,47.7,48.1,53.6,53.5,,,
212,19.8,398.05,43.6,46.2,47.8,48.2,53.6,53.4,,,
213,19.9,399.0,43.8,46.4,47.9,48.3,53.6,53.5,,,
214,20.2,399.3833333333334,43.9,46.5,48.0,48.4,53.6,53.3,,,
215,20.3,399.7833333333333,44.0,46.6,48.1,48.5,53.7,53.4,,,
216,19.9,400.73333333333335,44.2,46.7,48.2,48.6,53.6,53.2,,,
217,19.8,401.01666666666665,44.3,46.8,48.3,48.7,53.6,53.5,,,
218,20.1,401.5666666666666,44.4,46.9,48.4,48.8,53.5,53.4,,,
219,20.3,401.86666666666673,44.5,47.0,48.5,48.9,53.4,53.4,,,
220,20.1,402.78333333333336,44.7,47.2,48.6,49.0,53.6,53.5,,,
221,19.8,403.4166666666667,44.8,47.3,48.7,49.1,53.5,53.5,,,
222,20.1,403.76666666666665,44.9,47.4,48.8,49.2,53.6,53.1,,,
223,20.3,404.40000000000003,45.0,47.5,48.9,49.3,53.3,53.4,,,
224,20.1,404.95000000000005,45.2,47.6,49.0,49.4,53.4,53.5,,,
225,19.8,405.59999999999997,45.3,47.7,49.1,49.5,53.3,53.3,,,
226,20.0,406.2166666666667,45.4,47.8,49.3,49.6,53.2,53.5,,,
227,20.2,406.51666666666665,45.6,48.0,49.4,49.7,53.2,53.5,,,
228,20.2,407.45000000000005,45.7,48.1,49.5,49.8,53.5,53.5,,,
229,19.9,408.03333333333336,45.8,48.2,49.6,49.9,53.1,53.3,,,
230,19.8,408.8,45.9,48.3,49.6,50.0,53.5,53.3,,,
231,20.2,408.8833333333334,46.1,48.4,49.8,50.1,53.4,53.1,,,
232,20.4,409.6166666666666,46.2,48.5,49.9,50.2,53.2,53.4,,,
233,20.1,410.8333333333334,46.3,48.6,50.0,50.3,53.3,53.1,,,
234,19.7,411.2,46.4,48.8,50.1,50.4,53.0,53.4,,,
235,19.9,411.3,46.5,48.9,50.2,50.5,53.1,53.3,,,
236,20.2,412.06666666666666,46.7,49.0,50.3,50.6,52.9,53.2,,,
237,20.3,412.7833333333333,46.8,49.1,50.4,50.7,52.5,53.2,,,
238,20.1,413.5333333333333,46.9,49.2,50.5,50.8,52.5,53.2,,,
239,19.9,414.3,47.0,49.3,50.6,50.9,52.4,53.2,,,
240,20.1,414.76666666666665,47.1,49.4,50.7,51.0,53.0,53.2,,,
241,20.3,415.7833333333333,47.3,49.5,50.8,51.1,52.0,52.8,,,
242,20.2,416.26666666666665,47.4,49.6,50.8,51.2,52.1,52.9,,,
243,19.9,416.23333333333335,47.5,49.7,51.0,51.2,51.9,53.1,,,
244,20.2,417.0,47.6,49.8,51.1,51.4,52.0,53.3,,,
245,20.3,418.46666666666664,47.8,49.9,51.1,51.4,52.0,52.9,,,
246,20.3,418.5333333333333,47.8,50.0,51.2,51.5,52.0,53.1,,,
247,19.9,419.20000000000005,48.0,50.2,51.3,51.6,52.1,53.3,,,
248,20.1,419.2833333333333,48.1,50.3,51.4,51.7,52.2,53.3,,,
249,20.2,421.5833333333333,48.2,50.4,51.5,51.8,52.3,53.1,,,
250,20.2,420.5,48.3,50.5,51.6,51.9,52.3,52.9,,,
251,19.7,421.5833333333333,48.4,50.6,51.7,52.0,52.4,53.3,,,
252,19.9,421.5333333333333,48.6,50.7,51.8,52.0,52.4,53.1,,,
253,20.2,421.98333333333335,48.7,50.8,51.9,52.1,52.5,53.1,,,
254,20.2,422.6666666666667,48.8,50.9,51.9,52.2,52.6,53.0,,,
255,19.9,423.4166666666667,48.9,51.0,52.0,52.3,52.6,53.3,,,
256,20.1,1.6333333333333335,49.0,51.0,52.1,52.4,52.7,53.2,,,
257,20.5,1.6666666666666667,49.0,51.1,52.2,52.4,52.6,53.3,,,
258,20.5,1.6833333333333336,48.9,51.1,52.2,52.4,52.6,53.2,,,
259,20.3,1.7000000000000002,49.0,51.1,52.2,52.4,52.6,53.4,,,
260,20.0,1.7000000000000002,48.9,51.1,52.2,52.4,52.7,53.4,,,
261,20.0,1.6833333333333333,48.8,51.1,52.2,52.4,52.7,53.3,,,
262,20.3,1.6666666666666663,48.8,51.1,52.2,52.4,52.7,53.2,,,
263,20.4,1.6499999999999997,48.8,51.0,52.2,52.4,52.6,53.2,,,
264,20.2,1.7166666666666668,48.7,51.0,52.2,52.4,52.6,53.0,,,
265,20.1,1.6833333333333333,48.7,51.1,52.2,52.4,52.7,53.1,,,
266,20.3,1.9500000000000002,48.7,51.1,52.2,52.4,52.6,53.2,,,
267,20.4,1.6666666666666667,48.7,51.0,52.2,52.4,52.7,53.3,,,
268,20.4,1.6499999999999997,48.6,51.0,52.2,52.4,52.7,53.3,,,
269,20.2,1.6666666666666667,48.6,51.1,52.2,52.4,52.7,53.2,,,
270,20.4,1.7000000000000002,48.6,51.1,52.2,52.4,52.7,53.1,,,
271,20.3,1.6666666666666667,48.5,51.0,52.1,52.4,52.6,53.2,,,
272,20.3,1.6666666666666663,48.5,51.1,52.2,52.4,52.6,53.2,,,
273,20.1,1.6499999999999997,48.5,51.0,52.1,52.4,52.6,53.1,,,
274,20.3,1.633333333333333,48.4,51.0,52.1,52.4,52.7,53.2,,,
275,20.4,1.6666666666666667,48.4,51.0,52.2,52.4,52.7,53.1,,,
276,20.3,1.7000000000000002,48.4,51.1,52.1,52.4,52.7,53.3,,,
277,20.0,1.6666666666666667,48.4,51.0,52.1,52.4,52.6,53.2,,,
278,20.2,1.7000000000000002,48.3,51.0,52.2,52.4,52.6,53.1,,,
279,20.4,1.6500000000000001,48.3,51.0,52.1,52.4,52.7,53.0,,,
280,20.3,1.6833333333333333,48.3,51.0,52.1,52.4,52.7,53.0,,,
281,20.1,1.6666666666666663,48.2,51.0,52.1,52.3,52.6,53.1,,,
282,20.3,1.6499999999999997,48.2,51.0,52.1,52.3,52.6,53.1,,,
283,20.3,1.6666666666666663,48.2,51.0,52.1,52.4,52.6,53.2,,,
284,20.3,1.7,48.2,51.0,52.1,52.4,52.6,53.2,,,
285,20.2,1.6666666666666667,48.2,51.0,52.1,52.3,52.6,53.1,,,
286,20.4,1.6500000000000001,48.1,51.0,52.1,52.3,52.6,53.2,,,
287,20.4,1.7000000000000002,48.1,51.0,52.1,52.3,52.6,53.2,,,
288,20.2,1.6833333333333336,48.1,51.0,52.1,52.3,52.6,53.1,,,
289,20.1,1.666666666666667,48.1,51.0,52.1,52.3,52.7,53.2,,,
290,20.4,1.7166666666666668,48.0,51.0,52.1,52.3,52.6,53.1,,,
291,20.4,1.6666666666666667,48.0,51.0,52.1,52.3,52.6,53.1,,,
292,20.2,1.6500000000000001,48.0,51.0,52.1,52.3,52.6,53.1,,,
293,20.2,1.666666666666667,48.0,51.0,52.1,52.3,52.6,53.2,,,
294,20.4,1.6833333333333336,48.0,51.0,52.1,52.3,52.6,53.1,,,
295,20.3,1.7000000000000002,48.0,51.0,52.1,52.3,52.6,53.1,,,
296,20.3,1.6833333333333333,47.9,51.0,52.1,52.3,52.7,53.1,,,
297,20.4,1.6666666666666667,47.9,51.0,52.1,52.3,52.6,53.1,,,
